jobID,  modelID,  status,  completionReason,  startTime,  endTime,  runtime(s),  expDesc,  numRecords,  modelParams|tmParams|minThreshold,  modelParams|sensorParams|encoders|timestamp_weekend:radius,  modelParams|sensorParams|encoders|value:n,  modelParams|tmParams|activationThreshold,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius,  modelParams|tmParams|pamLength,  modelParams|clParams|alpha,  modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius,  modelParams|sensorParams|encoders|_classifierInput|n,  modelParams|inferenceType,  modelParams|spParams|synPermInactiveDec,  multiStepBestPredictions:multiStep:errorMetric='aae':steps=[1]:window=1000:field=value,  multiStepBestPredictions:multiStep:errorMetric='altMAPE':steps=[1]:window=1000:field=value, 
1042,  3090,  completed,  eof,  2017-09-22 07:49:40,  2017-09-22 07:49:47,  7,  modelParams|tmParams|minThreshold_10.modelParams|sensorParams|encoders|value:n_292.modelParams|tmParams|activationThreshold_13.modelParams|tmParams|pamLength_3.modelParams|clParams|alpha_0.0347331315461.modelParams|sensorParams|encoders|_classifierInput|n_281.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0719399262181,  2500,  10,  None,  292,  13,  None,  3,  0.0347331315461,  None,  281,  NontemporalMultiStep,  0.0719399262181,  74.3655938658,  22.9641093479, 
1042,  3091,  completed,  eof,  2017-09-22 07:49:41,  2017-09-22 07:49:47,  6,  modelParams|tmParams|minThreshold_9.modelParams|tmParams|activationThreshold_15.modelParams|tmParams|pamLength_4.modelParams|clParams|alpha_0.0359334085699.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_2.86141358936.modelParams|sensorParams|encoders|_classifierInput|n_441.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.037874421605,  2500,  9,  None,  None,  15,  None,  4,  0.0359334085699,  2.86141358936,  441,  NontemporalMultiStep,  0.037874421605,  96.7099367662,  29.8640466307, 
1042,  3092,  completed,  eof,  2017-09-22 07:49:47,  2017-09-22 07:49:53,  6,  modelParams|tmParams|minThreshold_11.modelParams|tmParams|activationThreshold_16.modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_12.modelParams|tmParams|pamLength_5.modelParams|clParams|alpha_0.0941283427777.modelParams|sensorParams|encoders|_classifierInput|n_521.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0003,  2500,  11,  None,  None,  16,  12,  5,  0.0941283427777,  None,  521,  NontemporalMultiStep,  0.0003,  125.580617912,  38.7793183889, 
1042,  3094,  completed,  eof,  2017-09-22 07:49:47,  2017-09-22 07:49:53,  6,  modelParams|tmParams|minThreshold_11.modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|tmParams|activationThreshold_16.modelParams|tmParams|pamLength_5.modelParams|clParams|alpha_0.0955153101613.modelParams|sensorParams|encoders|_classifierInput|n_471.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.00983468744857,  2500,  11,  1,  None,  16,  None,  5,  0.0955153101613,  None,  471,  NontemporalMultiStep,  0.00983468744857,  122.024299641,  37.6811266392, 
1042,  3095,  completed,  eof,  2017-09-22 07:49:53,  2017-09-22 07:49:58,  5,  modelParams|tmParams|minThreshold_9.modelParams|sensorParams|encoders|value:n_224.modelParams|tmParams|activationThreshold_12.modelParams|tmParams|pamLength_2.modelParams|clParams|alpha_0.0231808000996.modelParams|sensorParams|encoders|_classifierInput|n_225.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0838547092049,  2500,  9,  None,  224,  12,  None,  2,  0.0231808000996,  None,  225,  NontemporalMultiStep,  0.0838547092049,  74.4489419306,  22.989847246, 
1042,  3096,  completed,  eof,  2017-09-22 07:49:53,  2017-09-22 07:49:59,  6,  modelParams|tmParams|minThreshold_10.modelParams|tmParams|activationThreshold_15.modelParams|tmParams|pamLength_4.modelParams|clParams|alpha_0.0405326253428.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_2.58681587901.modelParams|sensorParams|encoders|_classifierInput|n_439.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0368909873236,  2500,  10,  None,  None,  15,  None,  4,  0.0405326253428,  2.58681587901,  439,  NontemporalMultiStep,  0.0368909873236,  97.2151113606,  30.0200446403, 
1042,  3097,  completed,  eof,  2017-09-22 07:49:58,  2017-09-22 07:50:04,  6,  modelParams|tmParams|minThreshold_10.modelParams|sensorParams|encoders|value:n_253.modelParams|tmParams|activationThreshold_13.modelParams|tmParams|pamLength_2.modelParams|clParams|alpha_0.030024102295.modelParams|sensorParams|encoders|_classifierInput|n_252.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.076640085828,  2500,  10,  None,  253,  13,  None,  2,  0.030024102295,  None,  252,  NontemporalMultiStep,  0.076640085828,  74.52433849,  23.0131297177, 
1042,  3098,  completed,  eof,  2017-09-22 07:49:59,  2017-09-22 07:50:05,  6,  modelParams|tmParams|minThreshold_10.modelParams|tmParams|activationThreshold_15.modelParams|tmParams|pamLength_4.modelParams|clParams|alpha_0.0450183014498.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_2.62199749555.modelParams|sensorParams|encoders|_classifierInput|n_431.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0383866835307,  2500,  10,  None,  None,  15,  None,  4,  0.0450183014498,  2.62199749555,  431,  NontemporalMultiStep,  0.0383866835307,  96.8412133049,  29.9045848505, 
1042,  3099,  completed,  eof,  2017-09-22 07:50:04,  2017-09-22 07:50:10,  6,  modelParams|tmParams|minThreshold_10.modelParams|sensorParams|encoders|value:n_278.modelParams|tmParams|activationThreshold_13.modelParams|tmParams|pamLength_3.modelParams|clParams|alpha_0.0378857024574.modelParams|sensorParams|encoders|_classifierInput|n_272.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0740593744473,  2500,  10,  None,  278,  13,  None,  3,  0.0378857024574,  None,  272,  NontemporalMultiStep,  0.0740593744473,  74.3217879631,  22.950582077, 
1042,  3100,  completed,  eof,  2017-09-22 07:50:05,  2017-09-22 07:50:11,  6,  modelParams|tmParams|minThreshold_10.modelParams|tmParams|activationThreshold_15.modelParams|tmParams|pamLength_4.modelParams|clParams|alpha_0.0365606524837.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_2.29000631101.modelParams|sensorParams|encoders|_classifierInput|n_423.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0376676181763,  2500,  10,  None,  None,  15,  None,  4,  0.0365606524837,  2.29000631101,  423,  NontemporalMultiStep,  0.0376676181763,  95.595093309,  29.5197827618, 
1042,  3101,  completed,  eof,  2017-09-22 07:50:10,  2017-09-22 07:50:16,  6,  modelParams|tmParams|minThreshold_10.modelParams|sensorParams|encoders|value:n_227.modelParams|tmParams|activationThreshold_13.modelParams|tmParams|pamLength_2.modelParams|clParams|alpha_0.0265761762692.modelParams|sensorParams|encoders|_classifierInput|n_237.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0769974890723,  2500,  10,  None,  227,  13,  None,  2,  0.0265761762692,  None,  237,  NontemporalMultiStep,  0.0769974890723,  74.9110616131,  23.1325498907, 
1042,  3102,  completed,  eof,  2017-09-22 07:50:11,  2017-09-22 07:50:17,  6,  modelParams|tmParams|minThreshold_10.modelParams|tmParams|activationThreshold_15.modelParams|tmParams|pamLength_5.modelParams|clParams|alpha_0.0383956646818.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_2.02840363895.modelParams|sensorParams|encoders|_classifierInput|n_436.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0377176068624,  2500,  10,  None,  None,  15,  None,  5,  0.0383956646818,  2.02840363895,  436,  NontemporalMultiStep,  0.0377176068624,  100.46337936,  31.0231104084, 
1042,  3103,  completed,  eof,  2017-09-22 07:50:16,  2017-09-22 07:50:22,  6,  modelParams|tmParams|minThreshold_10.modelParams|sensorParams|encoders|value:n_254.modelParams|tmParams|activationThreshold_13.modelParams|tmParams|pamLength_2.modelParams|clParams|alpha_0.0306779888143.modelParams|sensorParams|encoders|_classifierInput|n_251.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.077845056155,  2500,  10,  None,  254,  13,  None,  2,  0.0306779888143,  None,  251,  NontemporalMultiStep,  0.077845056155,  74.3581493056,  22.9618104664, 
1042,  3104,  completed,  eof,  2017-09-22 07:50:17,  2017-09-22 07:50:23,  6,  modelParams|tmParams|minThreshold_10.modelParams|tmParams|activationThreshold_15.modelParams|tmParams|pamLength_4.modelParams|clParams|alpha_0.0332702428954.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_2.29790517814.modelParams|sensorParams|encoders|_classifierInput|n_415.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.041105907259,  2500,  10,  None,  None,  15,  None,  4,  0.0332702428954,  2.29790517814,  415,  NontemporalMultiStep,  0.041105907259,  97.2560875242,  30.0326980874, 
1042,  3105,  completed,  eof,  2017-09-22 07:50:22,  2017-09-22 07:50:29,  7,  modelParams|tmParams|minThreshold_10.modelParams|sensorParams|encoders|value:n_246.modelParams|tmParams|activationThreshold_14.modelParams|tmParams|pamLength_2.modelParams|clParams|alpha_0.0289758128457.modelParams|sensorParams|encoders|_classifierInput|n_248.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0750172849409,  2500,  10,  None,  246,  14,  None,  2,  0.0289758128457,  None,  248,  NontemporalMultiStep,  0.0750172849409,  73.892336535,  22.8179673953, 
1042,  3106,  completed,  eof,  2017-09-22 07:50:23,  2017-09-22 07:50:29,  6,  modelParams|tmParams|minThreshold_10.modelParams|tmParams|activationThreshold_15.modelParams|tmParams|pamLength_3.modelParams|clParams|alpha_0.0322801051501.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_2.26510566863.modelParams|sensorParams|encoders|_classifierInput|n_411.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0410647254702,  2500,  10,  None,  None,  15,  None,  3,  0.0322801051501,  2.26510566863,  411,  NontemporalMultiStep,  0.0410647254702,  95.8517831417,  29.5990486304, 
1042,  3107,  completed,  eof,  2017-09-22 07:50:29,  2017-09-22 07:50:35,  6,  modelParams|tmParams|minThreshold_10.modelParams|sensorParams|encoders|value:n_249.modelParams|tmParams|activationThreshold_13.modelParams|tmParams|pamLength_3.modelParams|clParams|alpha_0.0302833981309.modelParams|sensorParams|encoders|_classifierInput|n_248.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0751908940372,  2500,  10,  None,  249,  13,  None,  3,  0.0302833981309,  None,  248,  NontemporalMultiStep,  0.0751908940372,  74.2183784249,  22.9186491921, 
1042,  3108,  completed,  eof,  2017-09-22 07:50:29,  2017-09-22 07:50:35,  6,  modelParams|tmParams|minThreshold_10.modelParams|tmParams|activationThreshold_14.modelParams|tmParams|pamLength_4.modelParams|clParams|alpha_0.0328392623359.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_2.18738896541.modelParams|sensorParams|encoders|_classifierInput|n_400.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0444308100424,  2500,  10,  None,  None,  14,  None,  4,  0.0328392623359,  2.18738896541,  400,  NontemporalMultiStep,  0.0444308100424,  96.9934657269,  29.9516004271, 
1042,  3109,  completed,  eof,  2017-09-22 07:50:35,  2017-09-22 07:50:40,  5,  modelParams|tmParams|minThreshold_10.modelParams|sensorParams|encoders|value:n_230.modelParams|tmParams|activationThreshold_14.modelParams|tmParams|pamLength_2.modelParams|clParams|alpha_0.026955796191.modelParams|sensorParams|encoders|_classifierInput|n_225.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0815288741604,  2500,  10,  None,  230,  14,  None,  2,  0.026955796191,  None,  225,  NontemporalMultiStep,  0.0815288741604,  74.4509218243,  22.9904586375, 
1042,  3110,  completed,  eof,  2017-09-22 07:50:35,  2017-09-22 07:50:41,  6,  modelParams|tmParams|minThreshold_10.modelParams|tmParams|activationThreshold_15.modelParams|tmParams|pamLength_4.modelParams|clParams|alpha_0.035375787679.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_2.24794532739.modelParams|sensorParams|encoders|_classifierInput|n_423.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0377430914255,  2500,  10,  None,  None,  15,  None,  4,  0.035375787679,  2.24794532739,  423,  NontemporalMultiStep,  0.0377430914255,  96.237818295,  29.7182563582, 
1042,  3111,  completed,  eof,  2017-09-22 07:50:41,  2017-09-22 07:50:47,  6,  modelParams|tmParams|minThreshold_10.modelParams|sensorParams|encoders|value:n_244.modelParams|tmParams|activationThreshold_14.modelParams|tmParams|pamLength_2.modelParams|clParams|alpha_0.0284940625689.modelParams|sensorParams|encoders|_classifierInput|n_248.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0749657664713,  2500,  10,  None,  244,  14,  None,  2,  0.0284940625689,  None,  248,  NontemporalMultiStep,  0.0749657664713,  73.9060600746,  22.822205227, 
1042,  3112,  completed,  eof,  2017-09-22 07:50:41,  2017-09-22 07:50:47,  6,  modelParams|tmParams|minThreshold_10.modelParams|tmParams|activationThreshold_15.modelParams|tmParams|pamLength_3.modelParams|clParams|alpha_0.0372695394628.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_2.23943285077.modelParams|sensorParams|encoders|_classifierInput|n_421.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.038007930988,  2500,  10,  None,  None,  15,  None,  3,  0.0372695394628,  2.23943285077,  421,  NontemporalMultiStep,  0.038007930988,  101.716876879,  31.4101906775, 
1042,  3113,  completed,  eof,  2017-09-22 07:50:47,  2017-09-22 07:50:52,  5,  modelParams|tmParams|minThreshold_10.modelParams|sensorParams|encoders|value:n_238.modelParams|tmParams|activationThreshold_14.modelParams|tmParams|pamLength_2.modelParams|clParams|alpha_0.0282821743121.modelParams|sensorParams|encoders|_classifierInput|n_241.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0763240318657,  2500,  10,  None,  238,  14,  None,  2,  0.0282821743121,  None,  241,  NontemporalMultiStep,  0.0763240318657,  74.062017929,  22.8703650416, 
1042,  3114,  completed,  eof,  2017-09-22 07:50:47,  2017-09-22 07:50:53,  6,  modelParams|tmParams|minThreshold_10.modelParams|tmParams|activationThreshold_15.modelParams|tmParams|pamLength_4.modelParams|clParams|alpha_0.0361214402297.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_2.28709216759.modelParams|sensorParams|encoders|_classifierInput|n_422.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.037558799947,  2500,  10,  None,  None,  15,  None,  4,  0.0361214402297,  2.28709216759,  422,  NontemporalMultiStep,  0.037558799947,  95.5257076928,  29.4983564705, 
1042,  3115,  completed,  eof,  2017-09-22 07:50:53,  2017-09-22 07:50:58,  5,  modelParams|tmParams|minThreshold_11.modelParams|sensorParams|encoders|value:n_252.modelParams|tmParams|activationThreshold_14.modelParams|tmParams|pamLength_2.modelParams|clParams|alpha_0.0304245660322.modelParams|sensorParams|encoders|_classifierInput|n_254.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0728079288749,  2500,  11,  None,  252,  14,  None,  2,  0.0304245660322,  None,  254,  NontemporalMultiStep,  0.0728079288749,  74.3490131373,  22.9589892159, 
1042,  3116,  completed,  eof,  2017-09-22 07:50:53,  2017-09-22 07:50:59,  6,  modelParams|tmParams|minThreshold_10.modelParams|tmParams|activationThreshold_15.modelParams|tmParams|pamLength_4.modelParams|clParams|alpha_0.0334236276407.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_2.20252936982.modelParams|sensorParams|encoders|_classifierInput|n_416.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0383920410133,  2500,  10,  None,  None,  15,  None,  4,  0.0334236276407,  2.20252936982,  416,  NontemporalMultiStep,  0.0383920410133,  97.2072365034,  30.017612883, 
1042,  3117,  completed,  eof,  2017-09-22 07:50:58,  2017-09-22 07:51:04,  6,  modelParams|tmParams|minThreshold_10.modelParams|tmParams|activationThreshold_15.modelParams|tmParams|pamLength_4.modelParams|clParams|alpha_0.0360567811663.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_2.26494653411.modelParams|sensorParams|encoders|_classifierInput|n_422.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0373288233331,  2500,  10,  None,  None,  15,  None,  4,  0.0360567811663,  2.26494653411,  422,  NontemporalMultiStep,  0.0373288233331,  95.933673179,  29.6243362893, 
1042,  3118,  completed,  eof,  2017-09-22 07:50:59,  2017-09-22 07:51:05,  6,  modelParams|tmParams|minThreshold_10.modelParams|tmParams|activationThreshold_15.modelParams|tmParams|pamLength_4.modelParams|clParams|alpha_0.0360447081612.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_2.27940098184.modelParams|sensorParams|encoders|_classifierInput|n_422.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0375500239472,  2500,  10,  None,  None,  15,  None,  4,  0.0360447081612,  2.27940098184,  422,  NontemporalMultiStep,  0.0375500239472,  95.5257076928,  29.4983564705, 
1042,  3119,  completed,  eof,  2017-09-22 07:51:04,  2017-09-22 07:51:10,  6,  modelParams|tmParams|minThreshold_10.modelParams|tmParams|activationThreshold_15.modelParams|tmParams|pamLength_4.modelParams|clParams|alpha_0.0393471721533.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_2.32230143501.modelParams|sensorParams|encoders|_classifierInput|n_435.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0350340527806,  2500,  10,  None,  None,  15,  None,  4,  0.0393471721533,  2.32230143501,  435,  NontemporalMultiStep,  0.0350340527806,  95.7759372104,  29.5756273925, 
1042,  3120,  completed,  eof,  2017-09-22 07:51:05,  2017-09-22 07:51:11,  6,  modelParams|tmParams|minThreshold_10.modelParams|tmParams|activationThreshold_15.modelParams|tmParams|pamLength_4.modelParams|clParams|alpha_0.0368342395633.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_2.28438891495.modelParams|sensorParams|encoders|_classifierInput|n_424.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.036672023119,  2500,  10,  None,  None,  15,  None,  4,  0.0368342395633,  2.28438891495,  424,  NontemporalMultiStep,  0.036672023119,  96.4032311268,  29.7693358717, 
1042,  3121,  completed,  killed,  2017-09-22 07:51:11,  2017-09-22 07:51:11,  0,  modelParams|tmParams|minThreshold_10.modelParams|tmParams|activationThreshold_15.modelParams|tmParams|pamLength_4.modelParams|clParams|alpha_0.0356308489672.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_2.27069891818.modelParams|sensorParams|encoders|_classifierInput|n_421.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.0374283528065,  50,  10,  None,  None,  15,  None,  4,  0.0356308489672,  2.27069891818,  421,  NontemporalMultiStep,  0.0374283528065,  62.0586530612,  11.1078097604, 
1042,  3122,  completed,  eof,  2017-09-22 07:51:11,  2017-09-22 07:51:17,  6,  modelParams|tmParams|minThreshold_11.modelParams|sensorParams|encoders|value:n_221.modelParams|tmParams|activationThreshold_14.modelParams|tmParams|pamLength_3.modelParams|clParams|alpha_0.05005.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.5.modelParams|sensorParams|encoders|_classifierInput|n_275.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.05015,  2500,  11,  None,  221,  14,  None,  3,  0.05005,  3.5,  275,  NontemporalMultiStep,  0.05015,  80.4370647659,  24.8389807018, 
1042,  3123,  completed,  eof,  2017-09-22 07:51:11,  2017-09-22 07:51:17,  6,  modelParams|tmParams|minThreshold_11.modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|sensorParams|encoders|value:n_221.modelParams|tmParams|activationThreshold_14.modelParams|tmParams|pamLength_3.modelParams|clParams|alpha_0.05005.modelParams|sensorParams|encoders|_classifierInput|n_275.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.05015,  2500,  11,  1,  221,  14,  None,  3,  0.05005,  None,  275,  NontemporalMultiStep,  0.05015,  78.0573575418,  24.1041266642, 
1042,  3124,  completed,  eof,  2017-09-22 07:51:17,  2017-09-22 07:51:23,  6,  modelParams|tmParams|minThreshold_9.modelParams|sensorParams|encoders|value:n_193.modelParams|tmParams|activationThreshold_12.modelParams|tmParams|pamLength_1.modelParams|clParams|alpha_0.0001.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_1.0.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.1,  2500,  9,  None,  193,  12,  None,  1,  0.0001,  1.0,  28,  NontemporalMultiStep,  0.1,  133.539574222,  41.2370455919, 
1042,  3125,  completed,  eof,  2017-09-22 07:51:17,  2017-09-22 07:51:22,  5,  modelParams|tmParams|minThreshold_9.modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|sensorParams|encoders|value:n_193.modelParams|tmParams|activationThreshold_12.modelParams|tmParams|pamLength_1.modelParams|clParams|alpha_0.0001.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|inferenceType_NontemporalMultiStep.modelParams|spParams|synPermInactiveDec_0.1,  2500,  9,  1,  193,  12,  None,  1,  0.0001,  None,  28,  NontemporalMultiStep,  0.1,  125.259885384,  38.680276124, 
